Store,Analyst,Industry,Type,Title,Link,Published,Summary,Date_Appended
Raising Cane's,Rahul Shinde,Restaurants,Opening,Raising Cane’s plots major California expansion — targeting wealthy suburbs - New York Post,https://news.google.com/rss/articles/CBMiqwFBVV95cUxOeVJfVVpFRjEyenNEdlFCMFRxUmVEcDNVX2swS3N3Wk4yXzJKZGVRczJreFhkWWFrMUFjRXFoZjFBVXJPelVKSG1tR1hXOWxPRHpTdHdZY0tESDdiREFGdVltTHJJT3NudV9NOGlKU2FzWmkyUld0QTU3ektOc2FBRlBkT3JsSnpNWm1sMGxld3FCamxhak8yRjd2NTZrWWxLT0JlRGpQOFhmc0k?oc=5,2026-07-08 22:10:00+00:00,Raising Cane’s plots major California expansion — targeting wealthy suburbs New York Post,2026-07-09
Costco Wholesale Corp.,Ashwin Nair,Mass Merchandisers,Closing,Costco Reports June Sales Data — Shares Slip Despite Strong Growth - Benzinga,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOVm42NXc2OTB3Y3BDbEpoTTV5Q19kdUNBVkJVa3hidllaaUJrUGx0MWxKVWJ1dXRXYWk1SGFKM0hiSUpDRUM4RHBpQnp2U1NzQkpuTFExbHJYR05vcDFFR0hZXzczVWJvVFhlaEl0U2RiX0Y2ZDI3NWZBc1NZTC1oeWYwQmZ2VnBnU0p0dUNOQ0h2OGk0N0R0bmFmUTY2Xy1lNkxMZlJxanpqTTFpN0g1MUg0ZlRaeEtkRmhyWmJEU1BMcnc?oc=5,2026-07-08 21:05:15+00:00,Costco Reports June Sales Data — Shares Slip Despite Strong Growth Benzinga,2026-07-09
Costco Wholesale Corp.,Ashwin Nair,Mass Merchandisers,Closing,Costco Reports June Sales Data — Shares Slip Despite Strong Growth - Costco Wholesale (NASDAQ:COST) - Benzinga,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOVm42NXc2OTB3Y3BDbEpoTTV5Q19kdUNBVkJVa3hidllaaUJrUGx0MWxKVWJ1dXRXYWk1SGFKM0hiSUpDRUM4RHBpQnp2U1NzQkpuTFExbHJYR05vcDFFR0hZXzczVWJvVFhlaEl0U2RiX0Y2ZDI3NWZBc1NZTC1oeWYwQmZ2VnBnU0p0dUNOQ0h2OGk0N0R0bmFmUTY2Xy1lNkxMZlJxanpqTTFpN0g1MUg0ZlRaeEtkRmhyWmJEU1BMcnc?oc=5,2026-07-08 21:05:15+00:00,Costco Reports June Sales Data — Shares Slip Despite Strong Growth - Costco Wholesale (NASDAQ:COST) Benzinga,2026-07-10
Chick-fil-a,Rahul Vasaya,Restaurants,Opening,Chick-fil-A opening 3 new Twin Cities metro restaurants - kare11.com,https://news.google.com/rss/articles/CBMi3AFBVV95cUxPSXltUl9ac0RhT2RVN0R4dFRlbmRkclpDNFVyelhYTXBaaWs4bHJMejJpM2s3MldQZTNjTlFfMVFLN0dTZGNpcW4yemJFZnBYT1YyT2RDWnd3aWFGaDlZSnNGVlJFYnJMSnNUS29ONUloMkxWMG1OUFAyclg2TWRzajU2RGg5MmE0ck1teDI2c19UMkdQbG9CQmtRb1UyWDhnTFp4Vnd4MmV1RnU4WkJQZl8zbk93U2M4NjN4bXFRQWVvVFk4bFFhbzVSRGVyVTNlWjF2WU9SUjlIeklW?oc=5,2026-07-08 20:55:00+00:00,Chick-fil-A opening 3 new Twin Cities metro restaurants kare11.com,2026-07-09
Costco Wholesale Corp.,Ashwin Nair,Mass Merchandisers,Closing,"Big movers after the closing bell: COST, NVCR, PNW (SP500:) - Seeking Alpha",https://news.google.com/rss/articles/CBMijgFBVV95cUxPM05DbWRCbEEzWFJhVUo4UVRuNHRGbEUyc0dTakZkWmZiVTFVNzhmeXVXS2RsQXItOGR6ODdYLURZcHk1NHl5T1lWMmZrbWQxa2RaNlZCNVlKRmVfWmQ3VFZiYUZLWDUwazJaUzZUSno4amNBV0kwdXVhclZOcWMxZVFYejlnZVE1NDFDQjh3?oc=5,2026-07-08 20:46:50+00:00,"Big movers after the closing bell: COST, NVCR, PNW (SP500:) Seeking Alpha",2026-07-09
Chick-fil-a,Rahul Vasaya,Restaurants,Opening,Chick-fil-A approved on former Logan’s Roadhouse site off Co... - Madison County Journal,https://news.google.com/rss/articles/CBMivgFBVV95cUxNeVFoRG1BdkJDZjktSUwzWHZlSHlhWE5zTkRkUTFiTFRWb1lSaXcxQjZud2lnRU9OdkcyaElxb0JVRjB4OWxEUktsRDJmRW9BWk5ET2padG16UWdiMGItdHhGdVo5UFNIckJWWVk5blZVMXpuR29RUHdyb2hvLVItdXJQN0hrOXdPSEJqWDJxajlULVEta2hNOHJKVEpJYWRQcjZROFFhVVBBV1NRQjZsazVFVEZPOHotSUNjTUFR?oc=5,2026-07-08 19:33:01+00:00,Chick-fil-A approved on former Logan’s Roadhouse site off Co... Madison County Journal,2026-07-09
Popeyes Louisiana Kitchen,Kabeer Pandya,Restaurants,Closing,Florida Popeyes closures spread across state - Treasure Coast News,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQcmtpSEJnTGlqVExpSTFWVmNKYm1WOV9TUi1zb3JVWFZvTUQtSWQxX3VZRXNxMkxmUnVNOGtlbWFyQnNzZ1I3NGQ3ajdHR2FxUmVlYzl5LTBuOW51OGJVR2ZsaVpTQ1h6aDNKTjB0Z2Q3UlI4ZmVocFFydUxHeGhVY1JqUkFyc21SM0RCZmYyd0ZnTkozZU0wel9rZ01TWWZ5YkE0Q0NjWDJOMlF1S1lCWndmeFRxdlR4UHpv?oc=5,2026-07-08 19:30:49+00:00,Florida Popeyes closures spread across state Treasure Coast News,2026-07-09
Staples,Dhiraj Manghani,Mass Merchandisers,Closing,"Iconic national business retailer Staples closing stores, no bankruptcy - AOL.com",https://news.google.com/rss/articles/CBMijAFBVV95cUxOcDZ6OUhaRVpScE8xY0lob293dmZ4UmtaYXM1NHpwZXpsdjVITFljUEdubXFOWVJidTFncml2R1BOU3hUQW5iLUo2bnNtWUlzaWJZalhJTmk3VjQ4QmtJamVkbzFsZjB0Yks2R2J2QVNLUTByUUZJSk83ZjV6SzVzYm5xUnY2ZUpmc1NPQw?oc=5,2026-07-08 19:08:53+00:00,"Iconic national business retailer Staples closing stores, no bankruptcy AOL.com",2026-07-10
Kroger,Moksh Kashyap,Grocery,Closing,"Columbus Giant Eagles most likely to sell in Kroger merger, per analysis - The Columbus Dispatch",https://news.google.com/rss/articles/CBMiywFBVV95cUxQbUlVSzVQbTdkZkdwazlFMHV4ellLZFg2RG9uUEZtYzljUTJFS1I5QnRDQkFmV2hqcXpiZTZfSTlJQ1VraTlVSzF3SWJrX3lTelVmWExrSDlUaTZOemtJc2xLMU1mLVJGM3VwNnBUVTd0Q0plYXpxSE9LYy1sV2Ixd0dvMUtHT3d6WmhXcWVCYnlEU2VDN2t5Y3R4cTFFMjY2RWF5TUE0RlRZcFpSRGszRk1Pb0FXQmoyMDRlUkJVR0tlaXBuQVJtT0hjbw?oc=5,2026-07-08 18:32:00+00:00,"Columbus Giant Eagles most likely to sell in Kroger merger, per analysis The Columbus Dispatch",2026-07-09
Giant Eagle,Komal Agrawal,Grocery,Closing,"Columbus Giant Eagles most likely to sell in Kroger merger, per analysis - The Columbus Dispatch",https://news.google.com/rss/articles/CBMiywFBVV95cUxQbUlVSzVQbTdkZkdwazlFMHV4ellLZFg2RG9uUEZtYzljUTJFS1I5QnRDQkFmV2hqcXpiZTZfSTlJQ1VraTlVSzF3SWJrX3lTelVmWExrSDlUaTZOemtJc2xLMU1mLVJGM3VwNnBUVTd0Q0plYXpxSE9LYy1sV2Ixd0dvMUtHT3d6WmhXcWVCYnlEU2VDN2t5Y3R4cTFFMjY2RWF5TUE0RlRZcFpSRGszRk1Pb0FXQmoyMDRlUkJVR0tlaXBuQVJtT0hjbw?oc=5,2026-07-08 18:32:00+00:00,"Columbus Giant Eagles most likely to sell in Kroger merger, per analysis The Columbus Dispatch",2026-07-09
Sprouts Farmers Market,Rahul Vasaya,Grocery,Opening,Sprouts to open sixth New Jersey store in Sewell - NJBIZ,https://news.google.com/rss/articles/CBMiakFVX3lxTE1CVkFaZ25ISkY5Nm9UcWVKVHdZU3lKbHYtRHZRQjFxX2l2dHBzT1lDMVJOWXlBTmc0NEVTUlNnTERZb1Z3UV9lc19sYnRTNEk1eS1pVlNGS0k3R2trdVlhVkNzLU1JMjliSmc?oc=5,2026-07-08 18:31:31+00:00,Sprouts to open sixth New Jersey store in Sewell NJBIZ,2026-07-09
Mountain Mike's Pizza,Vishwas Shah,Restaurants,Closing,Mountain Mike's Pizza Franchise Operator Files Chapter 11 While Brand Pushes Nationwide Expansion - mibolsillo.co,https://news.google.com/rss/articles/CBMi3wFBVV95cUxPdnlKQmI4aTJGc0VWc0xCOXdwVHp6WkoxVTJ0WGpuR3lnWkpzRFdBUVN4R2p6eFdyMzFnYy1RMmlhTWhSbG14V0p5ckszTmpwTkJGUm9yc2o0QzJqRFlRWk1xTXZzVXk3S2w3el8yS1dqNzJIclo1RnlmVmhINk54OUM4enA0b0xrTlNfd3lYWVpMb29jdTdueU5tdExUV3U4b21jMUVoVzZNb1c5bmtyTjlIRHBfZHY5MWpOODFEZ1U1WmVuazU3MkJfUWtNaml0YmdXLWQ0TXhkZ2h6R3R3?oc=5,2026-07-08 17:12:00+00:00,Mountain Mike's Pizza Franchise Operator Files Chapter 11 While Brand Pushes Nationwide Expansion mibolsillo.co,2026-07-09
Grocery Outlet,Rahul Shinde,Grocery,Opening,Grocery Outlet to hold grand opening in Chesapeake Thursday - WAVY.com,https://news.google.com/rss/articles/CBMirAFBVV95cUxQN0FhclNwV3FkVnpNSzJOc2lVbWlQVlVzWEEtT3haN0tIWWxLeWRfcW03WEtJeWh1MGFHeDkzN2NoT29nd1F5S0RrZ3B5WVBfMFBYVmpfeWhGbjVsUVVoVUtrMURlaGN1eGRqSG1yeDlmMGthekVTRE9MLUtoUWRTY2tzRk1qSThkN19oYktlTnFMVFZCanh4ekpCeW5XT0NMYWZpWFhNdW1kYVRX0gGyAUFVX3lxTE9NM1M0SkNReHY3Sk5Hbm5YcGcyb25rcVV1dE4xSkcxZ2FoQTV1b3A1cjVmU2hYMjItVlJzdWFueEF2bWl1aGtzaHNqZjdfdkpMVWpQU0RCVUNuQ1pVTXJKTmdOcUVqMWxUem41dWFVTE02alU2TWdJdTJaWFJqRDJwa2J1XzdPajg2ZWRNTmdsVnBMbDY5RW1Bb194QjRDNmN6UWNuV011Zzd6VDJrM2JRMXc?oc=5,2026-07-08 17:04:38+00:00,Grocery Outlet to hold grand opening in Chesapeake Thursday WAVY.com,2026-07-09
O'Reilly Auto Parts,Bhavesh Phulwani,Mass Merchandisers,Opening,Construction to begin next month at former Pizza Hut location in Cheswick - TribLIVE.com,https://news.google.com/rss/articles/CBMivwFBVV95cUxNS2NFd3lXeTRCa25BdmZrYkZVVGdDMnAwdDFjYkdEbG5YQWdrYTVoUFNxOFhzU3RGZFNuR214alFXNERhTkZfSXBraGFzOWFwYzRiOElXRTV2NWIyUTVsa0N1Y3EtUmp3VkVXR1Vna0JYQ0Z5dWhIUWM3Q2VZLXhQWHVkZnhvdFJpMDFUX3NDajFMQ1VzMWVnalBNdFQzMFRka3JoYy1sVmx3cVBvYnFtN0tWNTdmbEhsMkdvUVVBUQ?oc=5,2026-07-08 16:13:48+00:00,Construction to begin next month at former Pizza Hut location in Cheswick TribLIVE.com,2026-07-09
ConocoPhillips,Harsimranjeet Singh Ghelani,Convenience Stores / Distributors,Opening,Wall St set to open lower as Trump says Iran deal is ‘over’ - WSAU,https://news.google.com/rss/articles/CBMimwFBVV95cUxQXzdKbThzT2RZdThpS2FmNUQtMnpqeEttd2FHRHduQ2VFSDVldlhvVDZTdVlPU3E0ZVNpaW5DOHRpN25USXRSa2ZObWhDeXczLTFtcWxQVG0tenBwczlXZUpUMkg2WnNFaE92cmJCUXFyTkRIUE9sNXpBWW5GaERTOGZRR3drejk0UWdwZW1jS25NVDhTRkJ1MS00OA?oc=5,2026-07-08 15:34:19+00:00,Wall St set to open lower as Trump says Iran deal is ‘over’ WSAU,2026-07-09
Raising Cane's,Rahul Shinde,Restaurants,Opening,Raising Cane's next Michigan location set for Novi - Detroit Free Press,https://news.google.com/rss/articles/CBMiugFBVV95cUxPR2tUSzNkS29rMGM2aVpfV0hndVI3elVtNEZqOGRHOW9YX3NNTG5FUUxCYnFJLW1sbzkzTThnMmhaQWV6cnFTOXNlTWJocHVYZVhDeU8zakRsU01qelFTa3MwYk5jLU9mQlZmX0tBZ1F1NV9nTTE0d3g0SU1uWTNpZWI1ekdqaUY4MXZRZGJYZDgzSGpWclAwZ2lTbG8zRU1ENmJEYnRIOTFoamNfN0JFdEhjZloyd3hvZHc?oc=5,2026-07-08 15:24:00+00:00,Raising Cane's next Michigan location set for Novi Detroit Free Press,2026-07-09
Mountain Mike's Pizza,Vishwas Shah,Restaurants,Closing,Shortage of funds: popular pizza franchise files for bankruptcy - mibolsillo.co,https://news.google.com/rss/articles/CBMiqwFBVV95cUxQV3ZlWkx0U0UxQVlQcUk5V0FRMEw3REVzMkZWX2t3dEROWm51R2RRczBwWUpCZWs5RDdhNXNXNHhlZEtlUTNvX1JCSlljT2ZmeWdwSUZiVUJocUdjQjVMeDVpNGxrQnpVRExzRjd6YXYxMkNaZ3VqbHlRdGNqMjF4VnphQWViUVZfejBIR2tnN1prelNTa19vU2dpdWZYYlRmQmNreF9EMjZhbU0?oc=5,2026-07-08 15:02:00+00:00,Shortage of funds: popular pizza franchise files for bankruptcy mibolsillo.co,2026-07-09
Whole Foods Market,Rahul Shinde,Grocery,Opening,SJC Ventures Opens New Whole Foods Grocery Store at Doral Marketplace in Florida - Shopping Center Business,https://news.google.com/rss/articles/CBMitwFBVV95cUxOR3BTVWJOLV84c1VvdldvY0l0RGs3VlNsbXhzZUpvWEo3M2EwT05ZQXE5aFJaYkZjMEpoaDlSclJTUEFxN1JwVVBudXpSbTFYT0JmeHVuaWR1bkFMYjg1YXdvWWxLVW8tbFRpN3hJa3Q2SHpScm16NDJDWnBZXzdCYWlLMjYwOXhtVVpQUDNCenpEYTRhVUhNbkZ2RWxReGpETmhsZFVVWTZsSlhsYkVsOUwtZTlMRk0?oc=5,2026-07-08 14:26:06+00:00,SJC Ventures Opens New Whole Foods Grocery Store at Doral Marketplace in Florida Shopping Center Business,2026-07-09
REI,Dhiraj Manghani,Mass Merchandisers,Closing,The Real Reason REI Is Closing Some Stores In 2026 - AOL.com,https://news.google.com/rss/articles/CBMigAFBVV95cUxPblBVSG5lTWNGSUY5RlVENkVPUm5PWDFocU5Jbmcta3F0VFRTQnJUWWtaS05jZkgxODF6R1VwU1BXUlBGeGxfZFF1cmx6SG54ak9zLTZaZTh3RERDQ3ZTb056Rk53bzEydDBPaVp6STZPUHZxN3cya3IwUHk1eWNBdw?oc=5,2026-07-08 13:31:07+00:00,The Real Reason REI Is Closing Some Stores In 2026 AOL.com,2026-07-10
Raising Cane's,Rahul Shinde,Restaurants,Opening,Raising Cane's to open 7 new locations by end of October. See where. - AOL.com,https://news.google.com/rss/articles/CBMif0FVX3lxTE5GUmZTTzJxOXpUTi1SMmQxaFNVZXN3bHN2Ty0yWVNXQ2hOeDk4WXl4Q3dyaHhsbE1UdTRBUm9ScHdOS3NGNW5RMlpFbDZaWkE0ZFAySGVGcnhpM1hDcmlJQVJlanY0OEgxandpb3dVNHhaTDBicHlaUFBsTjNZblE?oc=5,2026-07-08 13:28:58+00:00,Raising Cane's to open 7 new locations by end of October. See where. AOL.com,2026-07-09
Trader Joe's,Rahul Shinde,Grocery,Opening,Is Trader Joe's coming to your Philly neighborhood? Latest on new store - USA Today,https://news.google.com/rss/articles/CBMiuwFBVV95cUxQNDU5MlF2YWpIQkN6VXZ3UmJGT1hFX3JyUGJWVHM4VjdrRUd5WjUtSkVWOWcxS0E2Qi1ZVFRCMWtHdm1mMnB6VW9TMDgzVWNQVUVMNG8xU0FKVGYzM1NFLS1JdUpFbkcyNnhKdTVwOVRUM3lVN0JVekY2NEwzMWN4REc2bmJvQlUyQlpLVlBiam1nWnhDOVJhYTFXTWt3azdIdUVZVElpSS16S09qV3hKbDMyZldYOFFqZjFB?oc=5,2026-07-08 12:34:00+00:00,Is Trader Joe's coming to your Philly neighborhood? Latest on new store USA Today,2026-07-09
Marshalls,Bhavesh Phulwani,Mass Merchandisers,Opening,"Marshalls, Home Goods Opening New Stores Nationwide Soon - AOL.com",https://news.google.com/rss/articles/CBMihAFBVV95cUxQLXdYdUcxeC03T25kRjJsa0I5S1RsUXl4RThLNGVDcGFGdFViZkEwWXhta1VZTzkxMVNxZDhmVFhSanZkVWJCSjBYYUtnM2tKc2RweDZaTHNPeUEwcFRCZVpJbDN5Um9VUmdiUkFXTVA0TGtzTVpENHdBaHpfT3BfXzFqR3Q?oc=5,2026-07-08 12:28:17+00:00,"Marshalls, Home Goods Opening New Stores Nationwide Soon AOL.com",2026-07-09
Grocery Outlet,Rahul Shinde,Grocery,Opening,Grocery Outlet to open second Chesapeake store on Thursday - The Virginian-Pilot,https://news.google.com/rss/articles/CBMie0FVX3lxTE9RdHVsQm9OZlk1RnhiT21iajZERU92QWJld0ZJYng4b3hGREJ2d0NQbTRNOTFXUXZoSW9pa0V2TVBZMHJuMWJvb3c3ZExLZW5PNTQ4UU5fOFA3ODVoanQ2Sl9wX3RXNHdYU3h5Q2ZnQXYzZjZUbDdlVDgzUQ?oc=5,2026-07-08 12:19:38+00:00,Grocery Outlet to open second Chesapeake store on Thursday The Virginian-Pilot,2026-07-09
Marshalls,Bhavesh Phulwani,Mass Merchandisers,Opening,"Marshalls opens new NY store, expanding its footprint - AOL.com",https://news.google.com/rss/articles/CBMihAFBVV95cUxQdlJlYW9pX0h0OWRHZXBnMHRPblVHV3puOElhakkwTHRsWDk0QUtjaGNienVGWFFLWkdaM3VBS0J3Ml8tMGpMdGp6STJJQUVNN1IzT1hFUzNkM1RNeDh6YnhvUDRYZGszRm9YQi1LNHBMYVJmM2FnbkVJQlJwU3dvSWtDZnc?oc=5,2026-07-08 12:09:29+00:00,"Marshalls opens new NY store, expanding its footprint AOL.com",2026-07-09
Popeyes Louisiana Kitchen,Kabeer Pandya,Restaurants,Closing,"20 Florida Popeyes restaurants closing soon, Treasure Coast store list - Treasure Coast News",https://news.google.com/rss/articles/CBMihAJBVV95cUxPS3RXR3VzY28wM2tBaG9oSk5SWjBxaVhWME9OTG82aEowR2hCeU5XZl9TUTdQUGhIbTBRQURtMXFaUURIajM3V0R6ZUZLd2hETVMtcUQ1Mm9VTXpSQWNmeWVtaDJMY3RmcnUwRDhkTWk4MVlyenlqV05YSk5sN2JXMWdsb25uYnJ3amk1bjIwNGFqQ0FZMUxTTFZBd0RIQXRBRzd3RHNQVWVPZEJpVllwVl9ld0lNdkEweHhIY2ZYWUQ3XzBIZ2xqSURnUTZzTHFMa2REZEJ4OG9GWl9FWjd5eDFob0JFc25BaHFDNEExNnBzdGlqQVZfSlB6QnNwak5nTDY2Yw?oc=5,2026-07-08 09:00:00+00:00,"20 Florida Popeyes restaurants closing soon, Treasure Coast store list Treasure Coast News",2026-07-09
FIELDS,Harsimranjeet Singh Ghelani,Department Stores,Opening,Venezuela Enacts New Oil Regulatory Framework to Open Fields to Private Operators - energynews.pro,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPdEpYUHJWNHowNDZaTmRMNjFPV1NReHFGR3pmN2ZrVnZpX0lTdzJoT09WZG1pcTBDMDFPVDBXSUFTOGNheW5fVDJPUUU1QzdCRUpKZnZVRWpQcE0yM3NRdkZ6OFNPVkk3REEtdmsxclFRd21tMUhMazVsUm5lSXNhdGFqMGhZVl9OX2RoQWNEM0xaTHlRY080WDRFSjhQcTZxMVFHSGhqQ3dybFk?oc=5,2026-07-08 07:00:00+00:00,Venezuela Enacts New Oil Regulatory Framework to Open Fields to Private Operators energynews.pro,2026-07-10
Sedano's Supermarkets,Rahul Vasaya,Grocery,Opening,Sedano's affiliate buys out landlord at Miami-Dade shopping center for $32M - The Business Journals,https://news.google.com/rss/articles/CBMirgFBVV95cUxQbTgzODNXYVB3TTh3SzJQMmhqT2p6Rm9CMmFvZGxRTDhhbTVsRHgxT2hQVzQwVVJET1hYVmoxQS1VVW1xMl9vM292UjJwMld2aGJ5a1VyaW9OS01ReXp3cmZxZmVtbmljUE1ENDRfUG9tTG05azFxMUx5c2FfQllqejJFUFhKUlROXzNDd3FsTEJNNEZFMHBoR29rLURfOG1lbndrUDUwVHB6SnNiVkE?oc=5,2026-07-08 05:13:00+00:00,Sedano's affiliate buys out landlord at Miami-Dade shopping center for $32M The Business Journals,2026-07-10
Raising Cane's,Rahul Shinde,Restaurants,Opening,"Raising Cane’s could open new locations in Rohnert Park, Napa - San Francisco Chronicle",https://news.google.com/rss/articles/CBMiiwFBVV95cUxPcVhuSmRCenlLRFdONlplZHpoUldPZmxqT2FvOVFDS2JHZXlhanlKMzliYVlHWkFCOTlzamllWElmQ29mN0NsdEN2akx5Z29pVmR6SnFLeV9NY0hQMVptUDhnQ1lqYzFRanUxeTFJelYwdEFDcjdxM0lWSy1wVzUtV1JMRU1DSHVCQjJN?oc=5,2026-07-08 05:04:53+00:00,"Raising Cane’s could open new locations in Rohnert Park, Napa San Francisco Chronicle",2026-07-09
Sprouts Farmers Market,Rahul Vasaya,Grocery,Opening,Sprouts Farmers Market sets opening date for new South Jersey store - The Business Journals,https://news.google.com/rss/articles/CBMiogFBVV95cUxPbEJOdUw1bGdhejdUS3ZfVDE2VERaUUZnMnhpZlJLRGtGazdaUXRYemlCb3ZWcHJIVzRqM2FlQWh3S2xKOFpUSDQxeThmWm8zdUhjaHg4VjIzbTAySUR2MjNxWU1oMU1YbEN0Q0tXdjBKNnJWVmZQSnVrZUd4ZVlXQkJBUDhtVE9CWXM1SDBBRHBTS1ptMktGYy1RenlxZVZQX1E?oc=5,2026-07-08 01:45:00+00:00,Sprouts Farmers Market sets opening date for new South Jersey store The Business Journals,2026-07-09
Mountain Mike's Pizza,Vishwas Shah,Restaurants,Closing,Mountain Mike's Pizza grows in Nashville as another files Chapter 11 - AOL.com,https://news.google.com/rss/articles/CBMihwFBVV95cUxPU0pmZUZpR2NKQnpNR0VqYW9JRmhjbG0teWtoRzdYdzNPYmZDTG5CUjFicnFQY0NNNnhaRnZVaS1fVXVJRXM5dHR6TmNDR25aX2pQcVlRYVJ2bUQ5UXlVSzUwY0Q1T3c3bTZZamlNZnljUk1kU2RWVGVGdTA5WHBvOEZMYlp1VTA?oc=5,2026-07-08 01:39:04+00:00,Mountain Mike's Pizza grows in Nashville as another files Chapter 11 AOL.com,2026-07-09
Raising Cane's,Rahul Shinde,Restaurants,Opening,Raising Cane’s confirms Rohnert Park location and hints at Napa site - The Press Democrat,https://news.google.com/rss/articles/CBMijwFBVV95cUxNTl9NRnlOa1lmZXhwNVJZQWVxNFE4QnRIMGN5VUV5YXRpSG9CeWEwTVpfR1FBMUVRQmUzVFVDV0Z1dGQ0SEpBYncxd01URDBsVFJ1V0VHZm56V29RWWNvRUVCTEpGN0hjMzFNdXZLVWdfaVBVcHBCcGdmZTNPRTFLUVJXcUFjMlgwM1hSUnYxWQ?oc=5,2026-07-08 00:56:15+00:00,Raising Cane’s confirms Rohnert Park location and hints at Napa site The Press Democrat,2026-07-08
Academy Sports + Outdoors,Ashwin Nair,Mass Merchandisers,Opening,Academy Sports + Outdoors sets August opening for River Hills Mall store - The Kerr County Lead,https://news.google.com/rss/articles/CBMinwFBVV95cUxPQlBWVzV0Z1F5cWRkV0h1ZXplakk1MEwwNF9nb1ZmcnpxdnpQMWkteUJlMEMtYVM3Z2RyQ2hGZFUtekVMQUVzTkUtV2dSZnUtWXdCSVVVdXk0bDF0X0tIV1gwNGxRTmt1SGlKXzZVVmRrVjA1QVhlbHVjTkVLcFpYLTZiUHZhckQyWVo5Zkg5S2ZQWWl6YVNEVFVBSFMyTW8?oc=5,2026-07-07 23:15:58+00:00,Academy Sports + Outdoors sets August opening for River Hills Mall store The Kerr County Lead,2026-07-09
Raising Cane's,Rahul Shinde,Restaurants,Opening,Raising Cane's eyes Glendale for new location - Milwaukee Journal Sentinel,https://news.google.com/rss/articles/CBMizAFBVV95cUxNRGk3U3Vjck1nYjJGb0JMVlEzN1JicXZCMUczcExHaGdFZXRud3pNR05YcndYaFdOTDB1endFVUhIZUM3cXdmU3NvaG53cFlFZXdHbEc3SWpyYlpnekVnM2pfMGIxcGVWdlE1eFFxcjk5SmF2WklMMlNtWlBDUGF4QWNLUEhGRC1xSERKVEQwUjlCeGFZTHBiZTg1bXhGbWdNX21DZ0xnU2ZuUGp2N1ZmeTJSbWktU3Q1N0FzTUNUVjItWE9zTEYxVFlDaXo?oc=5,2026-07-07 22:30:00+00:00,Raising Cane's eyes Glendale for new location Milwaukee Journal Sentinel,2026-07-09
FIELDS,Harsimranjeet Singh Ghelani,Department Stores,Opening,KPS breaks ground on new location of bilingual school - WMUK,https://news.google.com/rss/articles/CBMimwFBVV95cUxQSzU0RUxHc2dGWXFVU19wNnVqRE81YzZzOGNEeWdfTmFueHEzLXYzNGl4c3JHTjl0T053UUt6THBYV19xNEY5bmhRbWJfalZlZFk0dHN3bTJOWUM2QnNuUVg1X01xLXQwMnZFSVVfaExWUWdiR2RhZVU0eC1nRVFScnJzbjRkUUJmLXprWjJ0dEd3Mm9JV2VWRHRxVQ?oc=5,2026-07-07 22:07:00+00:00,KPS breaks ground on new location of bilingual school WMUK,2026-07-09
VCA Animal Hospitals,Unassigned,Pharmaceutical / Medical,Closing,VCA Animal Hospitals laying off nearly 200 across L.A. and Bay Area - Los Angeles Daily News,https://news.google.com/rss/articles/CBMipwFBVV95cUxPV0V5V2VYN3hNS05qM0JybURpcUxJSXBMMlpxWUFPaVFCdVc3djRLNEN3Vkkwc21RckdHa3ZMLU1kM0xTczVIS0x0S0pnNTQwa09nUWRWaVNPbWJ3ZlNQZzdQN0duRC1DVkR1NVRlZ1lydV9zSnNuOUFjSW43VzIzSUx6WFNNcTJPUXZBX25OMlBQMGMwXzVhbjNvSjNMbTA1a1NObW9Jbw?oc=5,2026-07-07 21:47:07+00:00,VCA Animal Hospitals laying off nearly 200 across L.A. and Bay Area Los Angeles Daily News,2026-07-08
Mountain Mike's Pizza,Vishwas Shah,Restaurants,Closing,Is your location at risk? Major pizza franchise operator seeks Chapter 11 protection - mibolsillo.co,https://news.google.com/rss/articles/CBMixwFBVV95cUxNLWdIM1dHeXE1WnlpX0dmZmdBSm5oeHZGTEZmRHpSR3hpOGxpcjlqYXZjbW1OYUFkR05PRXVCLU9hRzB0eGtmSm1ad1lyQnZQVHRDLXZBMkt3dlhqcFljSTMyQU1mY290UEQ0SnpiMjhYVG95bDZjR0o2VFphMmNhaGxOT0Q3TzlzZ2dSZlQyLUhFVnN3cUgzTENQclJERnp1UGUwUE91akJDWDB0UE1MRDN2TW9iQy1qQ2hnZmFmMTNWcG1fQ2k4?oc=5,2026-07-07 21:30:00+00:00,Is your location at risk? Major pizza franchise operator seeks Chapter 11 protection mibolsillo.co,2026-07-09
